first_seen,last_seen,Keyword_x,Suggestion,is_new,blogpost_created,category,blogpost_title,silot_terms,cornerstone,cluster,Keyword_y,Currency,Segmentation,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic average position,Organic impression share,In Account,Searches: Jul 2021,Searches: Aug 2021,Searches: Sep 2021,Searches: Oct 2021,Searches: Nov 2021,Searches: Dec 2021,Searches: Jan 2022,Searches: Feb 2022,Searches: Mar 2022,Searches: Apr 2022,Searches: May 2022,Searches: Jun 2022
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques ouverture 2021,True,False,,,,,18,jeux olympiques ouverture 2021,EUR,,500.0,-100%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques rio classement,True,False,,,,,30,jeux paralympiques rio classement,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques retransmission,True,False,,,,,30,jeux paralympiques retransmission,EUR,,50.0,-100%,-100%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques kayak,True,False,,,,,30,jeux paralympiques kayak,EUR,,50.0,0%,-100%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2020 live,True,False,,,,,12,jeux paralympiques 2020 live,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques vancouver 2010,True,False,,,,,30,jeux paralympiques vancouver 2010,EUR,,50.0,-100%,-100%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique chaine,True,False,,,,,24,jeux paralympique chaine,EUR,,50.0,-100%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques nageur,True,False,,,,,30,jeux paralympiques nageur,EUR,,50.0,-100%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2022 quelle chaine,True,False,,,,,24,jeux paralympiques 2022 quelle chaine,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2020 judo,True,False,,,,,12,jeux paralympiques 2020 judo,EUR,,50.0,-100%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique en direct,True,False,,,,,16,jeux paralympique en direct,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique 400m,True,False,,,,,25,jo paralympique 400m,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2021 judo,True,False,,,,,10,jeux paralympiques 2021 judo,EUR,,50.0,-100%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique tableau,True,False,,,,,22,jeux paralympique tableau,EUR,,50.0,0%,-100%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques live,True,False,,,,,30,jeux paralympiques live,EUR,,50.0,0%,-100%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques a la tv,True,False,,,,,30,jeux paralympiques a la tv,EUR,,50.0,-100%,-100%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeu paralympique russe,True,False,,,,,13,jeu paralympique russe,EUR,,50.0,-100%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques ouverture,True,False,,,,,30,jeux paralympiques ouverture,EUR,,50.0,-100%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques france 3,True,False,,,,,23,jeux paralympiques france 3,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques basket espagne,True,False,,,,,30,jeux paralympiques basket espagne,EUR,,50.0,-100%,-100%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique judo,True,False,,,,,10,jo paralympique judo,EUR,,50.0,-100%,-100%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2021 quelle chaine,True,False,,,,,24,jeux paralympiques 2021 quelle chaine,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique equitation 2021,True,False,,,,,18,jeux paralympique equitation 2021,EUR,,50.0,-100%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique de pekin 2022,True,False,,,,,6,jeux paralympique de pekin 2022,EUR,,50.0,-100%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques france tv presentateur,True,False,,,,,23,jeux paralympiques france tv presentateur,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique direct,True,False,,,,,22,jeux paralympique direct,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques marathon,True,False,,,,,30,jeux paralympiques marathon,EUR,,50.0,-100%,-100%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique nain,True,False,,,,,22,jeux paralympique nain,EUR,,50.0,-100%,-100%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 470,True,False,,,,,3,jeux olympiques 470,EUR,,50.0,-100%,-100%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 8 aout,True,False,,,,,3,jeux olympiques 8 aout,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 2021 judo direct,True,False,,,,,10,jeux olympiques 2021 judo direct,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 2021 youtube,True,False,,,,,20,jeux olympiques 2021 youtube,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 8 aout 2021,True,False,,,,,18,jeux olympiques 8 aout 2021,EUR,,50.0,-100%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 9 fevrier 2022,True,False,,,,,6,jeux olympiques 9 fevrier 2022,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique belge euthanasie,True,False,,,,,9,championne paralympique belge euthanasie,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique natation theo curin,True,False,,,,,9,champion paralympique natation theo curin,EUR,,50.0,0%,0%,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques volley assis,True,False,,,,,11,jeux paralympiques volley assis,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux olympiques paralympiques medailles,True,False,,,,,30,jeux olympiques paralympiques medailles,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques wiki,True,False,,,,,30,jeux paralympiques wiki,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques japon,True,False,,,,,30,jeux paralympiques japon,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique 2021 equitation,True,False,,,,,18,jeux paralympique 2021 equitation,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,goalball jeux paralympic,True,False,,,,,3,goalball jeux paralympic,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 1948,True,False,,,,,30,jeux paralympiques 1948,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,presentateur jeux paralympique france 3,True,False,,,,,23,presentateur jeux paralympique france 3,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique histoire,True,False,,,,,22,jeux paralympique histoire,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique radio canada,True,False,,,,,22,jeux paralympique radio canada,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2021 gymnastique,True,False,,,,,18,jeux paralympiques 2021 gymnastique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique d'été,True,False,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques france info,True,False,,,,,23,jeux paralympiques france info,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique classe,True,False,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeu paralympique ukraine,True,False,,,,,13,jeu paralympique ukraine,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2020 volley,True,False,,,,,12,jeux paralympiques 2020 volley,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique epreuve,True,False,,,,,22,jeux paralympique epreuve,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique wikipedia,True,False,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique kayak,True,False,,,,,11,jo paralympique kayak,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique logo,True,False,,,,,11,jo paralympique logo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeu paralympique ping pong,True,False,,,,,13,jeu paralympique ping pong,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques classe 10,True,False,,,,,30,jeux paralympiques classe 10,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique velo,True,False,,,,,22,jeux paralympique velo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques un jour une question,True,False,,,,,30,jeux paralympiques un jour une question,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques google,True,False,,,,,30,jeux paralympiques google,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique ukraine,True,False,,,,,22,jeux paralympique ukraine,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique 1960,True,False,,,,,22,jeux paralympique 1960,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2020 wiki,True,False,,,,,12,jeux paralympiques 2020 wiki,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux google paralympiques 2020,True,False,,,,,12,jeux google paralympiques 2020,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique nage libre,True,False,,,,,28,jeux paralympique nage libre,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique t12,True,False,,,,,22,jeux paralympique t12,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique olympique,True,False,,,,,22,jeux paralympique olympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques sur quelle chaîne,True,False,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques médailles 2012,True,False,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques ugo,True,False,,,,,30,jeux paralympiques ugo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,8 унций в мл,True,False,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques ping pong sans bras,True,False,,,,,30,jeux paralympiques ping pong sans bras,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques horaires,True,False,,,,,30,jeux paralympiques horaires,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique t20,True,False,,,,,22,jeux paralympique t20,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques un jour une actu,True,False,,,,,30,jeux paralympiques un jour une actu,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique 1980,True,False,,,,,22,jeux paralympique 1980,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique d'hiver 2022,True,False,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques organisation,True,False,,,,,30,jeux paralympiques organisation,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique 2021 classement,True,False,,,,,18,jeux paralympique 2021 classement,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2021 youtube,True,False,,,,,20,jeux paralympiques 2021 youtube,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique 400m,True,False,,,,,25,jeux paralympique 400m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques maroc 2020,True,False,,,,,12,jeux paralympiques maroc 2020,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2021 quel handicap,True,False,,,,,30,jeux paralympiques 2021 quel handicap,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2021 wiki,True,False,,,,,18,jeux paralympiques 2021 wiki,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique sydney 2000 basket,True,False,,,,,22,jeux paralympique sydney 2000 basket,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques grades,True,False,,,,,30,jeux paralympiques grades,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeu google paralympique,True,False,,,,,13,jeu google paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2020 quelle chaine,True,False,,,,,24,jeux paralympiques 2020 quelle chaine,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympics 2021 wikipedia,True,False,,,,,18,jeux paralympics 2021 wikipedia,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2021 logo,True,False,,,,,18,jeux paralympiques 2021 logo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeu paralympique velo,True,False,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,commentateur jeux paralympique france 3,True,False,,,,,23,commentateur jeux paralympique france 3,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique boccia,True,False,,,,,22,jeux paralympique boccia,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux olympiques paralympiques date,True,False,,,,,30,jeux olympiques paralympiques date,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique 4 septembre,True,False,,,,,11,jo paralympique 4 septembre,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeu paralympique foot,True,False,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques nombre de sport,True,False,,,,,7,jeux paralympiques nombre de sport,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques programme 3 septembre,True,False,,,,,30,jeux paralympiques programme 3 septembre,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques volley ball,True,False,,,,,11,jeux paralympiques volley ball,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique russie,True,False,,,,,22,jeux paralympique russie,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques medailles classement,True,False,,,,,30,jeux paralympiques medailles classement,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 1988,True,False,,,,,30,jeux paralympiques 1988,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques france médailles,True,False,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques l'équipe,True,False,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques gloria,True,False,,,,,30,jeux paralympiques gloria,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique volley,True,False,,,,,11,jo paralympique volley,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique natation france,True,False,,,,,23,jeux paralympique natation france,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques programme 4 septembre,True,False,,,,,30,jeux paralympiques programme 4 septembre,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques nombre de disciplines,True,False,,,,,7,jeux paralympiques nombre de disciplines,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique sami,True,False,,,,,11,jo paralympique sami,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2022 wikipedia,True,False,,,,,6,jeux paralympiques 2022 wikipedia,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique saut en longueur,True,False,,,,,16,jo paralympique saut en longueur,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques qualification,True,False,,,,,30,jeux paralympiques qualification,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques français,True,False,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2021 kayak,True,False,,,,,18,jeux paralympiques 2021 kayak,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique classement 2021,True,False,,,,,18,jeux paralympique classement 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques quelle chaîne,True,False,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique gymnastique,True,False,,,,,11,jo paralympique gymnastique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques historique,True,False,,,,,30,jeux paralympiques historique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2020 kouakou,True,False,,,,,12,jeux paralympiques 2020 kouakou,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique video,True,False,,,,,22,jeux paralympique video,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeu paralympique youtube,True,False,,,,,13,jeu paralympique youtube,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique paris 2024,True,False,,,,,27,jeux paralympique paris 2024,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques athlétisme,True,False,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques foot,True,False,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique equipe de france,True,False,,,,,23,jeux paralympique equipe de france,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique 2016 wiki,True,False,,,,,22,jeux paralympique 2016 wiki,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques athlètes français,True,False,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique halterophilie,True,False,,,,,22,jeux paralympique halterophilie,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique 2000 basket,True,False,,,,,22,jeux paralympique 2000 basket,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique sydney basket,True,False,,,,,11,jo paralympique sydney basket,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeu paralympique france,True,False,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques rome 1960,True,False,,,,,30,jeux paralympiques rome 1960,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques medailles 2021,True,False,,,,,18,jeux paralympiques medailles 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,cómo se llama el caballo de don quijote,True,False,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,пп рецепты на неделю,True,False,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique course a pied,True,False,,,,,22,jeux paralympique course a pied,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique maroc,True,False,,,,,22,jeux paralympique maroc,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques kouakou,True,False,,,,,30,jeux paralympiques kouakou,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques basket 2000,True,False,,,,,30,jeux paralympiques basket 2000,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques golf,True,False,,,,,1,jeux paralympiques golf,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques barcelone 1992,True,False,,,,,30,jeux paralympiques barcelone 1992,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique volley,True,False,,,,,11,jeux paralympique volley,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques tokyo wikipedia,True,False,,,,,0,jeux paralympiques tokyo wikipedia,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique quelle chaine,True,False,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique 2021 wikipedia,True,False,,,,,18,jeux paralympique 2021 wikipedia,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques création,True,False,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques origine,True,False,,,,,30,jeux paralympiques origine,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique 2021 resultat,True,False,,,,,18,jeux paralympique 2021 resultat,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique d'hiver,True,False,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,les jeux paralympiques wikipedia,True,False,,,,,30,les jeux paralympiques wikipedia,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques 2022 youtube,True,False,,,,,20,jeux paralympiques 2022 youtube,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique arthur,True,False,,,,,4,jeux paralympique arthur,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique categorie,True,False,,,,,22,jeux paralympique categorie,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,sketch jeux paralympique,True,False,,,,,22,sketch jeux paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,programme jeux paralympiques 8 mars,True,False,,,,,30,programme jeux paralympiques 8 mars,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique 100m,True,False,,,,,11,jo paralympique 100m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique artus,True,False,,,,,22,jeux paralympique artus,EUR,,,,,,,,,,,,,,,,,,,,,,,,
